"Date","Price","Open","High","Low","Vol.","Change %"
"01/11/2007","303.33","294.91","303.54","288.07","3.65B","2.86%"
"01/10/2007","294.91","290.10","295.52","286.85","3.61B","1.66%"
"01/09/2007","290.10","278.51","290.21","274.82","2.80B","4.16%"
"01/08/2007","278.51","271.80","285.42","269.23","4.18B","2.47%"
"01/07/2007","271.80","278.44","285.16","270.88","3.61B","-2.38%"
"01/06/2007","278.44","284.69","287.19","275.55","3.72B","-2.20%"
"01/05/2007","284.69","281.34","286.05","277.68","3.70B","1.19%"
"01/04/2007","281.34","272.68","284.18","272.68","3.49B","3.18%"
"01/03/2007","272.68","268.63","274.13","261.33","3.68B","1.51%"
"01/02/2007","268.63","273.35","276.69","264.07","2.55B","-1.73%"
"01/01/2007","273.35","268.38","274.26","267.84","2.60B","1.84%"
"01/12/2006","268.41","262.66","270.16","260.24","2.26B","2.19%"
"01/11/2006","262.66","265.52","266.03","260.25","2.93B","-1.08%"
"01/10/2006","265.52","260.75","267.64","258.44","2.99B","1.83%"
"01/09/2006","260.75","261.67","264.58","259.08","2.31B","-0.35%"
"01/08/2006","261.67","252.59","262.43","250.52","2.23B","3.59%"
"01/07/2006","252.59","248.12","254.43","245.95","2.17B","1.80%"
"01/06/2006","248.12","245.19","250.36","240.34","2.39B","1.19%"
"01/05/2006","245.19","244.01","248.60","241.15","2.64B","0.48%"
"01/04/2006","244.01","242.52","244.65","237.33","1.96B","0.61%"
"01/03/2006","242.52","242.07","248.54","241.05","2.32B","0.19%"
"01/02/2006","242.07","239.75","245.64","236.78","1.98B","0.97%"
"01/01/2006","239.75","240.17","243.42","238.17","2.34B","-0.17%"
"01/12/2005","240.17","241.15","247.64","239.49","2.03B","-0.41%"
"01/11/2005","241.15","239.43","244.96","237.25","1.93B","0.72%"
"01/10/2005","239.43","240.47","241.18","232.68","2.32B","-0.43%"
"01/09/2005","240.47","237.75","241.41","231.28","2.73B","1.14%"
"01/08/2005","237.75","241.50","242.19","234.85","1.98B","-1.55%"
"01/07/2005","241.50","234.24","243.33","232.23","1.76B","2.95%"
"01/06/2005","234.58","239.02","242.08","233.51","1.89B","-2.11%"
"01/05/2005","239.63","234.32","242.92","234.03","1.72B","2.04%"
"01/04/2005","234.84","237.16","239.25","231.12","2.10B","-1.06%"
"01/03/2005","237.36","239.79","244.23","234.58","2.12B","-1.01%"
"01/02/2005","239.79","239.57","243.86","237.08","1.81B","0.09%"
"01/01/2005","239.57","236.99","241.82","234.55","1.82B","1.09%"
"01/12/2004","236.99","228.41","238.27","228.41","1.79B","3.76%"
"01/11/2004","228.41","222.04","235.64","221.12","1.86B","2.87%"
"01/10/2004","222.04","220.74","224.40","215.63","1.79B","0.59%"
"01/09/2004","220.74","227.48","231.65","217.87","1.83B","-2.96%"
"01/08/2004","227.48","223.29","228.71","220.05","1.56B","1.88%"
"01/07/2004","223.29","234.95","235.84","222.03","1.68B","-4.97%"
"01/06/2004","234.96","234.42","239.77","232.74","1.67B","0.23%"
"01/05/2004","234.43","237.62","239.45","228.37","1.65B","-1.34%"
"01/04/2004","237.62","234.99","240.05","232.92","1.64B","1.12%"
"01/03/2004","234.99","236.37","239.45","227.91","1.84B","-0.58%"
"01/02/2004","236.37","223.85","237.34","223.62","1.62B","5.67%"
"01/01/2004","223.69","223.59","225.16","219.27","","0.09%"
"01/12/2003","223.50","219.96","223.50","217.25","","1.66%"
"01/11/2003","219.85","218.00","220.80","215.16","","0.84%"
"01/10/2003","218.01","208.18","218.35","208.17","","4.83%"
"01/09/2003","207.96","208.88","212.92","206.99","","-0.48%"
"01/08/2003","208.96","205.00","209.13","201.52","65.59M","1.92%"
"01/07/2003","205.02","206.33","211.11","203.57","1.43B","-0.70%"
"01/06/2003","206.47","205.00","212.16","205.00","1.40B","0.73%"
"01/05/2003","204.97","195.81","206.11","192.69","1.57B","4.71%"
"01/04/2003","195.75","190.25","198.06","188.84","1.39B","2.89%"
"01/03/2003","190.25","191.61","199.47","182.56","1.46B","-0.59%"
"01/02/2003","191.38","197.12","199.44","189.46","1.03B","-2.90%"
"01/01/2003","197.10","204.67","211.81","192.34","1.19B","-3.68%"
